miRNA1,miRNA2,hgnc_symbol_target,CommonTriplets,CancerTypes,count
hsa-mir-33b-5p,hsa-mir-940,ARSB,hsa-mir-33b-5p/hsa-mir-940/ARSB,LGG,1
hsa-mir-33b-5p,hsa-mir-940,CLP1,hsa-mir-33b-5p/hsa-mir-940/CLP1,LGG,1
hsa-mir-33b-5p,hsa-mir-940,DDX18,hsa-mir-33b-5p/hsa-mir-940/DDX18,LGG,1
hsa-mir-340-5p,hsa-mir-362-3p,KLF9,hsa-mir-340-5p/hsa-mir-362-3p/KLF9,SARC,1
hsa-mir-340-5p,hsa-mir-424-5p,HIF1A,hsa-mir-340-5p/hsa-mir-424-5p/HIF1A,SARC,1
hsa-mir-340-5p,hsa-mir-501-3p,ESR2,hsa-mir-340-5p/hsa-mir-501-3p/ESR2,SARC,1
hsa-mir-340-5p,hsa-mir-874-3p,CCL2,hsa-mir-340-5p/hsa-mir-874-3p/CCL2,SARC,1
hsa-mir-340-5p,hsa-mir-874-3p,IL6,hsa-mir-340-5p/hsa-mir-874-3p/IL6,SARC,1
hsa-mir-340-5p,hsa-mir-940,ESR2,hsa-mir-340-5p/hsa-mir-940/ESR2,SARC,1
hsa-mir-342-3p,hsa-mir-381-3p,PER1,hsa-mir-342-3p/hsa-mir-381-3p/PER1,LIHC,1
hsa-mir-342-3p,hsa-mir-455-3p,LIMS1,hsa-mir-342-3p/hsa-mir-455-3p/LIMS1,STAD,1
hsa-mir-342-3p,hsa-mir-93-5p,ACLY,hsa-mir-342-3p/hsa-mir-93-5p/ACLY,STAD,1
hsa-mir-342-3p,hsa-mir-93-5p,PKM,hsa-mir-342-3p/hsa-mir-93-5p/PKM,STAD,1
hsa-mir-342-5p,hsa-mir-625-5p,COL18A1,hsa-mir-342-5p/hsa-mir-625-5p/COL18A1,BLCA,1
hsa-mir-342-5p,hsa-mir-625-5p,VWF,hsa-mir-342-5p/hsa-mir-625-5p/VWF,BLCA,1
hsa-mir-342-5p,hsa-mir-629-3p,COL18A1,hsa-mir-342-5p/hsa-mir-629-3p/COL18A1,BLCA,1
hsa-mir-342-5p,hsa-mir-760,VCP,hsa-mir-342-5p/hsa-mir-760/VCP,TGCT,1
hsa-mir-342-5p,hsa-mir-766-3p,GHR,hsa-mir-342-5p/hsa-mir-766-3p/GHR,BRCA,1
hsa-mir-342-5p,hsa-mir-92b-5p,GFAP,hsa-mir-342-5p/hsa-mir-92b-5p/GFAP,STAD,1
hsa-mir-342-5p,hsa-mir-92b-5p,JUN,hsa-mir-342-5p/hsa-mir-92b-5p/JUN,STAD,1
hsa-mir-342-5p,hsa-mir-940,NPAS1,hsa-mir-342-5p/hsa-mir-940/NPAS1,SARC,1
hsa-mir-34a-3p,hsa-mir-374b-3p,NECTIN2,hsa-mir-34a-3p/hsa-mir-374b-3p/NECTIN2,STAD,1
hsa-mir-34a-5p,hsa-mir-362-3p,BCL6,hsa-mir-34a-5p/hsa-mir-362-3p/BCL6,SARC,1
hsa-mir-34a-5p,hsa-mir-362-3p,BIRC3,hsa-mir-34a-5p/hsa-mir-362-3p/BIRC3,SARC,1
hsa-mir-34a-5p,hsa-mir-381-3p,MED1,hsa-mir-34a-5p/hsa-mir-381-3p/MED1,SARC,1
hsa-mir-34a-5p,hsa-mir-450b-5p,EML1,hsa-mir-34a-5p/hsa-mir-450b-5p/EML1,SARC,1
hsa-mir-34a-5p,hsa-mir-455-3p,RAPGEF4,hsa-mir-34a-5p/hsa-mir-455-3p/RAPGEF4,SARC,1
hsa-mir-34a-5p,hsa-mir-484,CPSF2,hsa-mir-34a-5p/hsa-mir-484/CPSF2,SARC,1
hsa-mir-34a-5p,hsa-mir-486-5p,RUNX1T1,hsa-mir-34a-5p/hsa-mir-486-5p/RUNX1T1,SARC,1
hsa-mir-34a-5p,hsa-mir-494-3p,PRUNE2,hsa-mir-34a-5p/hsa-mir-494-3p/PRUNE2,LGG,1
hsa-mir-34a-5p,hsa-mir-502-3p,BCL6,hsa-mir-34a-5p/hsa-mir-502-3p/BCL6,SARC,1
hsa-mir-34a-5p,hsa-mir-503-5p,EML1,hsa-mir-34a-5p/hsa-mir-503-5p/EML1,SARC,1
hsa-mir-34a-5p,hsa-mir-503-5p,MICAL2,hsa-mir-34a-5p/hsa-mir-503-5p/MICAL2,SARC,1
hsa-mir-34a-5p,hsa-mir-532-3p,DAZAP1,hsa-mir-34a-5p/hsa-mir-532-3p/DAZAP1,SARC,1
hsa-mir-34a-5p,hsa-mir-582-3p,UBAC1,hsa-mir-34a-5p/hsa-mir-582-3p/UBAC1,LGG,1
hsa-mir-34a-5p,hsa-mir-625-3p,PFKFB3,hsa-mir-34a-5p/hsa-mir-625-3p/PFKFB3,LGG,1
hsa-mir-34a-5p,hsa-mir-675-3p,ATF6,hsa-mir-34a-5p/hsa-mir-675-3p/ATF6,SARC,1
hsa-mir-34a-5p,hsa-mir-7-5p,NRP2,hsa-mir-34a-5p/hsa-mir-7-5p/NRP2,LGG,1
hsa-mir-34a-5p,hsa-mir-877-5p,UBAC1,hsa-mir-34a-5p/hsa-mir-877-5p/UBAC1,LGG,1
hsa-mir-34b-3p,hsa-mir-34c-5p,CXCR4,hsa-mir-34b-3p/hsa-mir-34c-5p/CXCR4,LGG,1
hsa-mir-34b-5p,hsa-mir-377-5p,DNPH1,hsa-mir-34b-5p/hsa-mir-377-5p/DNPH1,LGG,1
hsa-mir-34b-5p,hsa-mir-499a-5p,PQBP1,hsa-mir-34b-5p/hsa-mir-499a-5p/PQBP1,LGG,1
hsa-mir-34b-5p,hsa-mir-499a-5p,RPL13,hsa-mir-34b-5p/hsa-mir-499a-5p/RPL13,LGG,1
hsa-mir-34b-5p,hsa-mir-499a-5p,RPL19,hsa-mir-34b-5p/hsa-mir-499a-5p/RPL19,LGG,1
hsa-mir-34b-5p,hsa-mir-499a-5p,RPS20,hsa-mir-34b-5p/hsa-mir-499a-5p/RPS20,LGG,1
hsa-mir-34c-3p,hsa-mir-548j-5p,PPARG,hsa-mir-34c-3p/hsa-mir-548j-5p/PPARG,TGCT,1
hsa-mir-34c-5p,hsa-mir-421,MED16,hsa-mir-34c-5p/hsa-mir-421/MED16,LGG,1
hsa-mir-34c-5p,hsa-mir-421,STK11,hsa-mir-34c-5p/hsa-mir-421/STK11,LGG,1
hsa-mir-34c-5p,hsa-mir-519d-3p,FSTL3,hsa-mir-34c-5p/hsa-mir-519d-3p/FSTL3,TGCT,1
hsa-mir-34c-5p,hsa-mir-642a-5p,ARAP1,hsa-mir-34c-5p/hsa-mir-642a-5p/ARAP1,LGG,1
hsa-mir-34c-5p,hsa-mir-760,CSK,hsa-mir-34c-5p/hsa-mir-760/CSK,LGG,1
hsa-mir-3609,hsa-mir-9-5p,EHD1,hsa-mir-3609/hsa-mir-9-5p/EHD1,TGCT,1
hsa-mir-3613-5p,hsa-mir-362-3p,ARHGAP42,hsa-mir-3613-5p/hsa-mir-362-3p/ARHGAP42,STAD,1
hsa-mir-3613-5p,hsa-mir-362-3p,ASAP1,hsa-mir-3613-5p/hsa-mir-362-3p/ASAP1,STAD,1
hsa-mir-3613-5p,hsa-mir-362-3p,BCAS3,hsa-mir-3613-5p/hsa-mir-362-3p/BCAS3,STAD,1
hsa-mir-3613-5p,hsa-mir-362-3p,EFR3A,hsa-mir-3613-5p/hsa-mir-362-3p/EFR3A,STAD,1
hsa-mir-3613-5p,hsa-mir-362-3p,HDAC9,hsa-mir-3613-5p/hsa-mir-362-3p/HDAC9,STAD,1
hsa-mir-3613-5p,hsa-mir-362-3p,KLF9,hsa-mir-3613-5p/hsa-mir-362-3p/KLF9,SARC,1
hsa-mir-3613-5p,hsa-mir-362-3p,UVRAG,hsa-mir-3613-5p/hsa-mir-362-3p/UVRAG,STAD,1
hsa-mir-3613-5p,hsa-mir-548t-5p,CORO2B,hsa-mir-3613-5p/hsa-mir-548t-5p/CORO2B,THYM,1
hsa-mir-3613-5p,hsa-mir-92a-1-5p,BCAS3,hsa-mir-3613-5p/hsa-mir-92a-1-5p/BCAS3,STAD,1
hsa-mir-3613-5p,hsa-mir-92a-1-5p,UVRAG,hsa-mir-3613-5p/hsa-mir-92a-1-5p/UVRAG,STAD,1
hsa-mir-3613-5p,hsa-mir-93-5p,ASAP1,hsa-mir-3613-5p/hsa-mir-93-5p/ASAP1,STAD,1
hsa-mir-3613-5p,hsa-mir-942-5p,PER2,hsa-mir-3613-5p/hsa-mir-942-5p/PER2,STAD,1
hsa-mir-3613-5p,hsa-mir-942-5p,TIAM1,hsa-mir-3613-5p/hsa-mir-942-5p/TIAM1,STAD,1
hsa-mir-3613-5p,hsa-mir-96-5p,CDYL,hsa-mir-3613-5p/hsa-mir-96-5p/CDYL,STAD,1
hsa-mir-3613-5p,hsa-mir-96-5p,EFR3A,hsa-mir-3613-5p/hsa-mir-96-5p/EFR3A,STAD,1
hsa-mir-362-3p,hsa-mir-362-5p,ARHGAP24,hsa-mir-362-3p/hsa-mir-362-5p/ARHGAP24,STAD,1
hsa-mir-362-3p,hsa-mir-362-5p,HDAC9,hsa-mir-362-3p/hsa-mir-362-5p/HDAC9,STAD,1
hsa-mir-362-3p,hsa-mir-362-5p,ITSN1,hsa-mir-362-3p/hsa-mir-362-5p/ITSN1,STAD,1
hsa-mir-362-3p,hsa-mir-362-5p,LIMCH1,hsa-mir-362-3p/hsa-mir-362-5p/LIMCH1,SARC,1
hsa-mir-362-3p,hsa-mir-362-5p,SORBS2,hsa-mir-362-3p/hsa-mir-362-5p/SORBS2,STAD,1
hsa-mir-362-3p,hsa-mir-362-5p,SPTBN1,hsa-mir-362-3p/hsa-mir-362-5p/SPTBN1,STAD,1
hsa-mir-362-3p,hsa-mir-374a-5p,KDM5A,hsa-mir-362-3p/hsa-mir-374a-5p/KDM5A,SARC,1
hsa-mir-362-3p,hsa-mir-378a-3p,UVRAG,hsa-mir-362-3p/hsa-mir-378a-3p/UVRAG,STAD,1
hsa-mir-362-3p,hsa-mir-3913-5p,TRIO,hsa-mir-362-3p/hsa-mir-3913-5p/TRIO,BLCA,1
hsa-mir-362-3p,hsa-mir-424-5p,IMPACT,hsa-mir-362-3p/hsa-mir-424-5p/IMPACT,SARC,1
hsa-mir-362-3p,hsa-mir-424-5p,STAT1,hsa-mir-362-3p/hsa-mir-424-5p/STAT1,SARC,1
hsa-mir-362-3p,hsa-mir-424-5p,UVRAG,hsa-mir-362-3p/hsa-mir-424-5p/UVRAG,STAD,1
hsa-mir-362-3p,hsa-mir-491-3p,JMJD1C,hsa-mir-362-3p/hsa-mir-491-3p/JMJD1C,BLCA,1
hsa-mir-362-3p,hsa-mir-501-3p,BCL6,hsa-mir-362-3p/hsa-mir-501-3p/BCL6,SARC,1
hsa-mir-362-3p,hsa-mir-503-5p,ITSN1,hsa-mir-362-3p/hsa-mir-503-5p/ITSN1,STAD,1
hsa-mir-362-3p,hsa-mir-505-3p,ARHGAP35,hsa-mir-362-3p/hsa-mir-505-3p/ARHGAP35,STAD,1
hsa-mir-362-3p,hsa-mir-505-3p,ASAP2,hsa-mir-362-3p/hsa-mir-505-3p/ASAP2,STAD,1
hsa-mir-362-3p,hsa-mir-505-3p,NDST1,hsa-mir-362-3p/hsa-mir-505-3p/NDST1,STAD,1
hsa-mir-362-3p,hsa-mir-532-3p,JADE1,hsa-mir-362-3p/hsa-mir-532-3p/JADE1,STAD,1
hsa-mir-362-3p,hsa-mir-532-3p,TBC1D5,hsa-mir-362-3p/hsa-mir-532-3p/TBC1D5,STAD,1
hsa-mir-362-3p,hsa-mir-590-5p,TBC1D5,hsa-mir-362-3p/hsa-mir-590-5p/TBC1D5,STAD,1
hsa-mir-362-3p,hsa-mir-625-3p,ARHGAP24,hsa-mir-362-3p/hsa-mir-625-3p/ARHGAP24,STAD,1
hsa-mir-362-3p,hsa-mir-625-3p,NAIP,hsa-mir-362-3p/hsa-mir-625-3p/NAIP,STAD,1
hsa-mir-362-3p,hsa-mir-625-3p,RASAL2,hsa-mir-362-3p/hsa-mir-625-3p/RASAL2,SARC,1
hsa-mir-362-3p,hsa-mir-874-3p,CCL2,hsa-mir-362-3p/hsa-mir-874-3p/CCL2,SARC,1
hsa-mir-362-3p,hsa-mir-92a-1-5p,CDC42EP3,hsa-mir-362-3p/hsa-mir-92a-1-5p/CDC42EP3,BLCA,1
hsa-mir-362-3p,hsa-mir-92a-1-5p,EEA1,hsa-mir-362-3p/hsa-mir-92a-1-5p/EEA1,STAD,1
hsa-mir-362-3p,hsa-mir-92a-1-5p,FCHSD2,hsa-mir-362-3p/hsa-mir-92a-1-5p/FCHSD2,BLCA,1
hsa-mir-362-3p,hsa-mir-93-3p,ANK3,hsa-mir-362-3p/hsa-mir-93-3p/ANK3,STAD,1
hsa-mir-362-3p,hsa-mir-93-3p,IL6,hsa-mir-362-3p/hsa-mir-93-3p/IL6,SARC,1
hsa-mir-362-3p,hsa-mir-93-3p,ROR1,hsa-mir-362-3p/hsa-mir-93-3p/ROR1,SARC,1
hsa-mir-362-3p,hsa-mir-93-5p,JMJD1C,hsa-mir-362-3p/hsa-mir-93-5p/JMJD1C,STAD,1
hsa-mir-362-3p,hsa-mir-93-5p,TRIO,hsa-mir-362-3p/hsa-mir-93-5p/TRIO,BLCA,1
hsa-mir-362-3p,hsa-mir-940,STAT1,hsa-mir-362-3p/hsa-mir-940/STAT1,SARC,1
hsa-mir-362-3p,hsa-mir-942-5p,VPS13B,hsa-mir-362-3p/hsa-mir-942-5p/VPS13B,STAD,1
hsa-mir-362-3p,hsa-mir-96-5p,XYLT1,hsa-mir-362-3p/hsa-mir-96-5p/XYLT1,BLCA,1
hsa-mir-362-5p,hsa-mir-450b-5p,OSBPL9,hsa-mir-362-5p/hsa-mir-450b-5p/OSBPL9,SARC,1
hsa-mir-362-5p,hsa-mir-450b-5p,VPS13D,hsa-mir-362-5p/hsa-mir-450b-5p/VPS13D,SARC,1
hsa-mir-362-5p,hsa-mir-505-3p,ARHGAP35,hsa-mir-362-5p/hsa-mir-505-3p/ARHGAP35,STAD,1
hsa-mir-362-5p,hsa-mir-532-3p,AHNAK,hsa-mir-362-5p/hsa-mir-532-3p/AHNAK,SARC,1
hsa-mir-362-5p,hsa-mir-570-3p,EGFR,hsa-mir-362-5p/hsa-mir-570-3p/EGFR,COAD,1
hsa-mir-362-5p,hsa-mir-625-3p,JCAD,hsa-mir-362-5p/hsa-mir-625-3p/JCAD,SARC,1
hsa-mir-362-5p,hsa-mir-7-5p,ASAP1,hsa-mir-362-5p/hsa-mir-7-5p/ASAP1,COAD,1
hsa-mir-362-5p,hsa-mir-7-5p,ASAP2,hsa-mir-362-5p/hsa-mir-7-5p/ASAP2,STAD,1
hsa-mir-363-3p,hsa-mir-367-3p,MYD88,hsa-mir-363-3p/hsa-mir-367-3p/MYD88,TGCT,1
hsa-mir-363-3p,hsa-mir-367-3p,TNFAIP3,hsa-mir-363-3p/hsa-mir-367-3p/TNFAIP3,TGCT,1
hsa-mir-363-3p,hsa-mir-383-5p,RGS3,hsa-mir-363-3p/hsa-mir-383-5p/RGS3,THYM,1
hsa-mir-363-3p,hsa-mir-421,ZFAND3,hsa-mir-363-3p/hsa-mir-421/ZFAND3,BRCA,1
hsa-mir-363-3p,hsa-mir-424-5p,CCL5,hsa-mir-363-3p/hsa-mir-424-5p/CCL5,THCA,1
hsa-mir-363-3p,hsa-mir-96-5p,GNA12,hsa-mir-363-3p/hsa-mir-96-5p/GNA12,THCA,1
hsa-mir-3651,hsa-mir-486-3p,HSD11B2,hsa-mir-3651/hsa-mir-486-3p/HSD11B2,TGCT,1
hsa-mir-3651,hsa-mir-497-5p,FABP7,hsa-mir-3651/hsa-mir-497-5p/FABP7,TGCT,1
hsa-mir-3651,hsa-mir-9-3p,SLC30A10,hsa-mir-3651/hsa-mir-9-3p/SLC30A10,TGCT,1
hsa-mir-365a-3p,hsa-mir-625-5p,EGLN3,hsa-mir-365a-3p/hsa-mir-625-5p/EGLN3,SARC,1
hsa-mir-3662,hsa-mir-616-5p,GRIA2,hsa-mir-3662/hsa-mir-616-5p/GRIA2,TGCT,1
hsa-mir-3662,hsa-mir-7-5p,GRIA2,hsa-mir-3662/hsa-mir-7-5p/GRIA2,TGCT,1
hsa-mir-367-3p,hsa-mir-518b,WT1,hsa-mir-367-3p/hsa-mir-518b/WT1,TGCT,1
hsa-mir-367-3p,hsa-mir-519d-3p,MICAL2,hsa-mir-367-3p/hsa-mir-519d-3p/MICAL2,TGCT,1
hsa-mir-367-3p,hsa-mir-526b-5p,MICAL2,hsa-mir-367-3p/hsa-mir-526b-5p/MICAL2,TGCT,1
hsa-mir-367-3p,hsa-mir-548j-5p,CAT,hsa-mir-367-3p/hsa-mir-548j-5p/CAT,TGCT,1
hsa-mir-367-3p,hsa-mir-92b-3p,BCAS3,hsa-mir-367-3p/hsa-mir-92b-3p/BCAS3,TGCT,1
hsa-mir-3680-3p,hsa-mir-7-5p,PLAUR,hsa-mir-3680-3p/hsa-mir-7-5p/PLAUR,TGCT,1
hsa-mir-369-3p,hsa-mir-377-3p,CYP19A1,hsa-mir-369-3p/hsa-mir-377-3p/CYP19A1,LGG,1
hsa-mir-369-3p,hsa-mir-377-3p,HOXB7,hsa-mir-369-3p/hsa-mir-377-3p/HOXB7,BLCA,1
hsa-mir-369-3p,hsa-mir-377-3p,LRP5,hsa-mir-369-3p/hsa-mir-377-3p/LRP5,BLCA,1
hsa-mir-369-3p,hsa-mir-377-3p,MIP,hsa-mir-369-3p/hsa-mir-377-3p/MIP,BLCA,1
hsa-mir-369-3p,hsa-mir-377-3p,TP53,hsa-mir-369-3p/hsa-mir-377-3p/TP53,HNSC,1
hsa-mir-369-3p,hsa-mir-383-5p,ADH6,hsa-mir-369-3p/hsa-mir-383-5p/ADH6,LGG,1
hsa-mir-369-3p,hsa-mir-383-5p,CYP19A1,hsa-mir-369-3p/hsa-mir-383-5p/CYP19A1,LGG,1
hsa-mir-369-3p,hsa-mir-383-5p,SPN,hsa-mir-369-3p/hsa-mir-383-5p/SPN,LGG,1
hsa-mir-369-3p,hsa-mir-383-5p,TNFRSF8,hsa-mir-369-3p/hsa-mir-383-5p/TNFRSF8,LGG,1
hsa-mir-369-3p,hsa-mir-383-5p,UNG,hsa-mir-369-3p/hsa-mir-383-5p/UNG,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,BIRC5,hsa-mir-369-3p/hsa-mir-410-3p/BIRC5,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,CD28,hsa-mir-369-3p/hsa-mir-410-3p/CD28,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,CDC25C,hsa-mir-369-3p/hsa-mir-410-3p/CDC25C,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,DHFR,hsa-mir-369-3p/hsa-mir-410-3p/DHFR,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,FN1,hsa-mir-369-3p/hsa-mir-410-3p/FN1,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,HLA-G,hsa-mir-369-3p/hsa-mir-410-3p/HLA-G,LGG,1
hsa-mir-369-3p,hsa-mir-410-3p,HTT,hsa-mir-369-3p/hsa-mir-410-3p/HTT,HNSC,1
hsa-mir-369-3p,hsa-mir-411-3p,CDK1,hsa-mir-369-3p/hsa-mir-411-3p/CDK1,LGG,1
hsa-mir-369-3p,hsa-mir-411-3p,DHFR,hsa-mir-369-3p/hsa-mir-411-3p/DHFR,LGG,1
hsa-mir-369-3p,hsa-mir-424-5p,KIT,hsa-mir-369-3p/hsa-mir-424-5p/KIT,BLCA,1
hsa-mir-369-3p,hsa-mir-424-5p,XIAP,hsa-mir-369-3p/hsa-mir-424-5p/XIAP,BLCA,1
hsa-mir-369-3p,hsa-mir-642a-5p,SNX25,hsa-mir-369-3p/hsa-mir-642a-5p/SNX25,BLCA,1
hsa-mir-369-3p,hsa-mir-7-5p,BIRC5,hsa-mir-369-3p/hsa-mir-7-5p/BIRC5,LGG,1
hsa-mir-369-3p,hsa-mir-7-5p,CDC25C,hsa-mir-369-3p/hsa-mir-7-5p/CDC25C,LGG,1
hsa-mir-369-3p,hsa-mir-7-5p,CDK1,hsa-mir-369-3p/hsa-mir-7-5p/CDK1,LGG,1
hsa-mir-369-3p,hsa-mir-7-5p,H4C14,hsa-mir-369-3p/hsa-mir-7-5p/H4C14,LGG,1
hsa-mir-369-3p,hsa-mir-7-5p,TGM4,hsa-mir-369-3p/hsa-mir-7-5p/TGM4,LGG,1
hsa-mir-369-3p,hsa-mir-758-3p,DHFR,hsa-mir-369-3p/hsa-mir-758-3p/DHFR,LGG,1
hsa-mir-3691-5p,hsa-mir-497-5p,EPHX1,hsa-mir-3691-5p/hsa-mir-497-5p/EPHX1,TGCT,1
hsa-mir-370-3p,hsa-mir-376a-3p,ERCC6,hsa-mir-370-3p/hsa-mir-376a-3p/ERCC6,LGG,1
hsa-mir-370-3p,hsa-mir-376a-3p,TLR4,hsa-mir-370-3p/hsa-mir-376a-3p/TLR4,LGG,1
hsa-mir-370-3p,hsa-mir-376b-3p,TLR4,hsa-mir-370-3p/hsa-mir-376b-3p/TLR4,LGG,1
hsa-mir-370-3p,hsa-mir-377-3p,GFPT1,hsa-mir-370-3p/hsa-mir-377-3p/GFPT1,LGG,1
hsa-mir-370-3p,hsa-mir-377-3p,GYS1,hsa-mir-370-3p/hsa-mir-377-3p/GYS1,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,APLN,hsa-mir-370-3p/hsa-mir-410-3p/APLN,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,ETS1,hsa-mir-370-3p/hsa-mir-410-3p/ETS1,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,GYS1,hsa-mir-370-3p/hsa-mir-410-3p/GYS1,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,HK2,hsa-mir-370-3p/hsa-mir-410-3p/HK2,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,ILK,hsa-mir-370-3p/hsa-mir-410-3p/ILK,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,PLA2G4A,hsa-mir-370-3p/hsa-mir-410-3p/PLA2G4A,LGG,1
hsa-mir-370-3p,hsa-mir-410-3p,TLR6,hsa-mir-370-3p/hsa-mir-410-3p/TLR6,LGG,1
hsa-mir-370-3p,hsa-mir-421,SND1,hsa-mir-370-3p/hsa-mir-421/SND1,STAD,1
hsa-mir-370-3p,hsa-mir-431-5p,SND1,hsa-mir-370-3p/hsa-mir-431-5p/SND1,STAD,1
hsa-mir-370-3p,hsa-mir-432-5p,KDR,hsa-mir-370-3p/hsa-mir-432-5p/KDR,LGG,1
hsa-mir-370-3p,hsa-mir-432-5p,VEGFA,hsa-mir-370-3p/hsa-mir-432-5p/VEGFA,LGG,1
hsa-mir-370-3p,hsa-mir-433-3p,IGFBP1,hsa-mir-370-3p/hsa-mir-433-3p/IGFBP1,LGG,1
hsa-mir-370-3p,hsa-mir-485-5p,GYS1,hsa-mir-370-3p/hsa-mir-485-5p/GYS1,LGG,1
hsa-mir-370-3p,hsa-mir-485-5p,NAMPT,hsa-mir-370-3p/hsa-mir-485-5p/NAMPT,LGG,1
hsa-mir-370-3p,hsa-mir-485-5p,VEGFA,hsa-mir-370-3p/hsa-mir-485-5p/VEGFA,LGG,1
hsa-mir-370-3p,hsa-mir-494-3p,TLR4,hsa-mir-370-3p/hsa-mir-494-3p/TLR4,LGG,1
hsa-mir-370-3p,hsa-mir-671-5p,ACSL3,hsa-mir-370-3p/hsa-mir-671-5p/ACSL3,SARC,1
hsa-mir-370-3p,hsa-mir-7-5p,VEGFA,hsa-mir-370-3p/hsa-mir-7-5p/VEGFA,LGG,1
hsa-mir-370-3p,hsa-mir-889-3p,ETS1,hsa-mir-370-3p/hsa-mir-889-3p/ETS1,LGG,1
hsa-mir-370-3p,hsa-mir-889-3p,HK2,hsa-mir-370-3p/hsa-mir-889-3p/HK2,LGG,1
hsa-mir-370-3p,hsa-mir-889-3p,VEGFA,hsa-mir-370-3p/hsa-mir-889-3p/VEGFA,LGG,1
hsa-mir-370-3p,hsa-mir-93-3p,PHTF2,hsa-mir-370-3p/hsa-mir-93-3p/PHTF2,LUAD,1
hsa-mir-370-3p,hsa-mir-935,VEGFA,hsa-mir-370-3p/hsa-mir-935/VEGFA,LGG,1
hsa-mir-370-3p,hsa-mir-940,ADAM17,hsa-mir-370-3p/hsa-mir-940/ADAM17,LGG,1
hsa-mir-370-3p,hsa-mir-940,ANGPT2,hsa-mir-370-3p/hsa-mir-940/ANGPT2,LGG,1
hsa-mir-370-3p,hsa-mir-940,GYS1,hsa-mir-370-3p/hsa-mir-940/GYS1,LGG,1
hsa-mir-370-3p,hsa-mir-940,IGFBP1,hsa-mir-370-3p/hsa-mir-940/IGFBP1,LGG,1
hsa-mir-370-3p,hsa-mir-940,PLA2G4A,hsa-mir-370-3p/hsa-mir-940/PLA2G4A,LGG,1
hsa-mir-370-3p,hsa-mir-940,VEGFA,hsa-mir-370-3p/hsa-mir-940/VEGFA,LGG,1
hsa-mir-371a-5p,hsa-mir-372-3p,PCDH1,hsa-mir-371a-5p/hsa-mir-372-3p/PCDH1,TGCT,1
hsa-mir-371a-5p,hsa-mir-373-5p,PCDH1,hsa-mir-371a-5p/hsa-mir-373-5p/PCDH1,TGCT,1
hsa-mir-371a-5p,hsa-mir-616-5p,PCDH1,hsa-mir-371a-5p/hsa-mir-616-5p/PCDH1,TGCT,1
hsa-mir-372-3p,hsa-mir-373-3p,HIBADH,hsa-mir-372-3p/hsa-mir-373-3p/HIBADH,TGCT,1
hsa-mir-372-3p,hsa-mir-373-5p,PCDH1,hsa-mir-372-3p/hsa-mir-373-5p/PCDH1,TGCT,1
hsa-mir-372-3p,hsa-mir-520a-3p,DAB2IP,hsa-mir-372-3p/hsa-mir-520a-3p/DAB2IP,TGCT,1
hsa-mir-372-3p,hsa-mir-616-5p,PCDH1,hsa-mir-372-3p/hsa-mir-616-5p/PCDH1,TGCT,1
hsa-mir-373-3p,hsa-mir-378a-3p,CCN5,hsa-mir-373-3p/hsa-mir-378a-3p/CCN5,TGCT,1
hsa-mir-373-3p,hsa-mir-378a-3p,UGT2B15,hsa-mir-373-3p/hsa-mir-378a-3p/UGT2B15,TGCT,1
hsa-mir-373-3p,hsa-mir-520c-3p,AR,hsa-mir-373-3p/hsa-mir-520c-3p/AR,TGCT,1
hsa-mir-373-3p,hsa-mir-520d-3p,AR,hsa-mir-373-3p/hsa-mir-520d-3p/AR,TGCT,1
hsa-mir-373-3p,hsa-mir-629-3p,AGER,hsa-mir-373-3p/hsa-mir-629-3p/AGER,TGCT,1
hsa-mir-373-5p,hsa-mir-616-5p,PCDH1,hsa-mir-373-5p/hsa-mir-616-5p/PCDH1,TGCT,1
hsa-mir-373-5p,hsa-mir-642a-5p,ETS1,hsa-mir-373-5p/hsa-mir-642a-5p/ETS1,TGCT,1
hsa-mir-376a-3p,hsa-mir-376b-3p,EDNRB,hsa-mir-376a-3p/hsa-mir-376b-3p/EDNRB,LGG,1
hsa-mir-376a-3p,hsa-mir-376b-3p,MCL1,hsa-mir-376a-3p/hsa-mir-376b-3p/MCL1,LGG,1
hsa-mir-376a-3p,hsa-mir-376b-3p,TLR4,hsa-mir-376a-3p/hsa-mir-376b-3p/TLR4,LGG,1
hsa-mir-376a-3p,hsa-mir-377-3p,NTRK1,hsa-mir-376a-3p/hsa-mir-377-3p/NTRK1,LGG,1
hsa-mir-376a-3p,hsa-mir-377-3p,TLR4,hsa-mir-376a-3p/hsa-mir-377-3p/TLR4,LGG,1
hsa-mir-376a-3p,hsa-mir-410-3p,ERCC6,hsa-mir-376a-3p/hsa-mir-410-3p/ERCC6,LGG,1
